,Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm)
,7Networks_1,7Networks_2,7Networks_3,7Networks_4,7Networks_5,7Networks_6,7Networks_7,7Networks_1,7Networks_2,7Networks_3,7Networks_4,7Networks_5,7Networks_6,7Networks_7
Age (years),,,,,,,,,,,,,,
15.0,2.279775694803362,2.5152722514790695,2.504386465530637,2.847959980397274,2.9873281485868706,2.627572162792024,2.8245115274594808,0.0921192228530549,0.10030966912623812,0.09611039467654264,0.09139753954698347,0.10584930491588436,0.09458824333896117,0.09401978093162468
16.0,2.264809025240149,2.5017158676285125,2.48791023999821,2.832067167978545,2.9758862910216797,2.6102750019813623,2.8056173900464243,0.09141006315932862,0.09987364315002192,0.09565089700842254,0.09096237386439876,0.10524055575220995,0.09401804354283813,0.09352077610920502
17.0,2.250982444948613,2.4890869572290497,2.4726614330605883,2.817136005052918,2.9652701277859856,2.5941994433587032,2.788048063315539,0.0907394063138913,0.09948031053818308,0.09521670983961907,0.09054227938475935,0.10466888903164216,0.09346950826911168,0.09303592815884508
18.0,2.238252650784556,2.4773477044120864,2.458591940413408,2.803129795671323,2.9554478642995368,2.579298127217229,2.7717526361513927,0.09010658801532243,0.09912836258303327,0.09480770556958928,0.0901376127374213,0.10413323456126271,0.09294272092412374,0.09256572299554193
19.0,2.226576339603758,2.466460293309018,2.4456536577523056,2.790011843884647,2.9463877059821155,2.5655236938501136,2.7566801974385537,0.08951099752820463,0.09881655073636768,0.09442378595046129,0.08974872495355607,0.1036326161286534,0.09243777585904063,0.0921106305663158
20.0,2.215910208262029,2.4563869080512566,2.4337984807729387,2.777745453743828,2.9380578582534578,2.552828783550578,2.7427798360615716,0.08895207280507057,0.09854368435214994,0.09406488078499839,0.08937596322202394,0.10316614269657401,0.09195477996473315,0.09167110738429775
21.0,2.206210953615169,2.4470897327702006,2.4229783051709113,2.7662939292997675,2.930426526533368,2.5411660366118216,2.730000640905043,0.08842929573413812,0.09830862826581947,0.09373094682654161,0.08901967282566652,0.10273300010366618,0.09149385424651746,0.09124759908420471
22.0,2.1974352725189528,2.4385309515972713,2.413145026641891,2.7556205746033737,2.923461916241576,2.530488093327035,2.718291700853505,0.08794218758927473,0.09811030028263709,0.09342196686250547,0.08868019919377268,0.10233244330008928,0.09105513535978256,0.09084054296353322
23.0,2.1895398618292,2.43067274866385,2.4042505408814967,2.7456886937055685,2.9171322327978726,2.5207475939894053,2.70760210479156,0.08749030474450642,0.09794766863541345,0.09313794896374547,0.0883578900180548,0.1019637891347237,0.09063877709131689,0.09045037048199918
24.0,2.182481418401691,2.4234773081013583,2.3962467435853783,2.736461590657251,2.911405681622005,2.5118971788921307,2.6978809416037453,0.08707323470296391,0.09781974946108983,0.09287892588309186,0.08805309738932064,0.10162640970056769,0.09024495177436913,0.09007750969858219
25.0,2.176216639092227,2.4169068140412087,2.389085530449159,2.7279025695093475,2.906250468133746,2.5038894883284097,2.689077300174626,0.0866905924793516,0.09772560433591351,0.0926449545875007,0.08776617992039516,0.1013197262369182,0.08987385162825415,0.08972238763124368
26.0,2.170702220756615,2.4109234506147703,2.382718797168494,2.7199749343127513,2.9016347977528594,2.4966771625914403,2.681140269388788,0.0863420173656263,0.0976643379003312,0.09243611590956327,0.08749750482797969,0.10104320358058172,0.08952569001573113,0.08938543252918552
27.0,2.1658948602506225,2.405489401953488,2.3770984394390133,2.712641989118393,2.897526875899106,2.4902128419744183,2.674018938130793,0.08602717010140963,0.09763509559710169,0.0922525143054986,0.08724744995221947,0.10079634515337531,0.08920070261350112,0.0890670760515657
28.0,2.161751254430063,2.4005668521887418,2.372176352956351,2.7058670379771796,2.89389490799226,2.4844491667705335,2.6676623952852063,0.08574573046353823,0.09763706153942274,0.09209427770816703,0.08701640569796171,0.100578688469312,0.08889914849306381,0.08876775535004333
