,Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm)
,17Networks_LH_VisCent_ExStr_1,17Networks_LH_VisCent_ExStr_2,17Networks_LH_VisCent_Striate_1,17Networks_LH_VisCent_ExStr_3,17Networks_LH_VisPeri_ExStrInf_1,17Networks_LH_VisPeri_StriCal_1,17Networks_LH_VisPeri_ExStrSup_1,17Networks_LH_SomMotA_1,17Networks_LH_SomMotA_2,17Networks_LH_SomMotB_Aud_1,17Networks_LH_SomMotB_S2_1,17Networks_LH_SomMotB_S2_2,17Networks_LH_SomMotB_Cent_1,17Networks_LH_DorsAttnA_TempOcc_1,17Networks_LH_DorsAttnA_ParOcc_1,17Networks_LH_DorsAttnA_SPL_1,17Networks_LH_DorsAttnB_PostC_1,17Networks_LH_DorsAttnB_PostC_2,17Networks_LH_DorsAttnB_PostC_3,17Networks_LH_DorsAttnB_FEF_1,17Networks_LH_SalVentAttnA_ParOper_1,17Networks_LH_SalVentAttnA_Ins_1,17Networks_LH_SalVentAttnA_Ins_2,17Networks_LH_SalVentAttnA_ParMed_1,17Networks_LH_SalVentAttnA_FrMed_1,17Networks_LH_SalVentAttnB_PFCl_1,17Networks_LH_SalVentAttnB_PFCmp_1,17Networks_LH_LimbicB_OFC_1,17Networks_LH_LimbicA_TempPole_1,17Networks_LH_LimbicA_TempPole_2,17Networks_LH_ContA_IPS_1,17Networks_LH_ContA_PFCl_1,17Networks_LH_ContA_PFCl_2,17Networks_LH_ContB_PFClv_1,17Networks_LH_ContC_pCun_1,17Networks_LH_ContC_pCun_2,17Networks_LH_ContC_Cingp_1,17Networks_LH_DefaultA_PFCd_1,17Networks_LH_DefaultA_pCunPCC_1,17Networks_LH_DefaultA_PFCm_1,17Networks_LH_DefaultB_Temp_1,17Networks_LH_DefaultB_Temp_2,17Networks_LH_DefaultB_IPL_1,17Networks_LH_DefaultB_PFCd_1,17Networks_LH_DefaultB_PFCl_1,17Networks_LH_DefaultB_PFCv_1,17Networks_LH_DefaultB_PFCv_2,17Networks_LH_DefaultC_Rsp_1,17Networks_LH_DefaultC_PHC_1,17Networks_LH_TempPar_1,17Networks_RH_VisCent_ExStr_1,17Networks_RH_VisCent_ExStr_2,17Networks_RH_VisCent_ExStr_3,17Networks_RH_VisPeri_StriCal_1,17Networks_RH_VisPeri_ExStrInf_1,17Networks_RH_VisPeri_ExStrSup_1,17Networks_RH_SomMotA_1,17Networks_RH_SomMotA_2,17Networks_RH_SomMotA_3,17Networks_RH_SomMotA_4,17Networks_RH_SomMotB_Aud_1,17Networks_RH_SomMotB_S2_1,17Networks_RH_SomMotB_S2_2,17Networks_RH_SomMotB_Cent_1,17Networks_RH_DorsAttnA_TempOcc_1,17Networks_RH_DorsAttnA_ParOcc_1,17Networks_RH_DorsAttnA_SPL_1,17Networks_RH_DorsAttnB_PostC_1,17Networks_RH_DorsAttnB_PostC_2,17Networks_RH_DorsAttnB_FEF_1,17Networks_RH_SalVentAttnA_ParOper_1,17Networks_RH_SalVentAttnA_Ins_1,17Networks_RH_SalVentAttnA_ParMed_1,17Networks_RH_SalVentAttnA_FrMed_1,17Networks_RH_SalVentAttnB_IPL_1,17Networks_RH_SalVentAttnB_PFCl_1,17Networks_RH_SalVentAttnB_PFCmp_1,17Networks_RH_LimbicB_OFC_1,17Networks_RH_LimbicA_TempPole_1,17Networks_RH_ContA_IPS_1,17Networks_RH_ContA_PFCl_1,17Networks_RH_ContA_PFCl_2,17Networks_RH_ContB_Temp_1,17Networks_RH_ContB_IPL_1,17Networks_RH_ContB_PFCld_1,17Networks_RH_ContB_PFClv_1,17Networks_RH_ContC_Cingp_1,17Networks_RH_ContC_pCun_1,17Networks_RH_DefaultA_IPL_1,17Networks_RH_DefaultA_PFCd_1,17Networks_RH_DefaultA_pCunPCC_1,17Networks_RH_DefaultA_PFCm_1,17Networks_RH_DefaultB_PFCd_1,17Networks_RH_DefaultB_PFCv_1,17Networks_RH_DefaultB_PFCv_2,17Networks_RH_DefaultC_Rsp_1,17Networks_RH_DefaultC_PHC_1,17Networks_RH_TempPar_1,17Networks_RH_TempPar_2,17Networks_RH_TempPar_3,17Networks_LH_VisCent_ExStr_1,17Networks_LH_VisCent_ExStr_2,17Networks_LH_VisCent_Striate_1,17Networks_LH_VisCent_ExStr_3,17Networks_LH_VisPeri_ExStrInf_1,17Networks_LH_VisPeri_StriCal_1,17Networks_LH_VisPeri_ExStrSup_1,17Networks_LH_SomMotA_1,17Networks_LH_SomMotA_2,17Networks_LH_SomMotB_Aud_1,17Networks_LH_SomMotB_S2_1,17Networks_LH_SomMotB_S2_2,17Networks_LH_SomMotB_Cent_1,17Networks_LH_DorsAttnA_TempOcc_1,17Networks_LH_DorsAttnA_ParOcc_1,17Networks_LH_DorsAttnA_SPL_1,17Networks_LH_DorsAttnB_PostC_1,17Networks_LH_DorsAttnB_PostC_2,17Networks_LH_DorsAttnB_PostC_3,17Networks_LH_DorsAttnB_FEF_1,17Networks_LH_SalVentAttnA_ParOper_1,17Networks_LH_SalVentAttnA_Ins_1,17Networks_LH_SalVentAttnA_Ins_2,17Networks_LH_SalVentAttnA_ParMed_1,17Networks_LH_SalVentAttnA_FrMed_1,17Networks_LH_SalVentAttnB_PFCl_1,17Networks_LH_SalVentAttnB_PFCmp_1,17Networks_LH_LimbicB_OFC_1,17Networks_LH_LimbicA_TempPole_1,17Networks_LH_LimbicA_TempPole_2,17Networks_LH_ContA_IPS_1,17Networks_LH_ContA_PFCl_1,17Networks_LH_ContA_PFCl_2,17Networks_LH_ContB_PFClv_1,17Networks_LH_ContC_pCun_1,17Networks_LH_ContC_pCun_2,17Networks_LH_ContC_Cingp_1,17Networks_LH_DefaultA_PFCd_1,17Networks_LH_DefaultA_pCunPCC_1,17Networks_LH_DefaultA_PFCm_1,17Networks_LH_DefaultB_Temp_1,17Networks_LH_DefaultB_Temp_2,17Networks_LH_DefaultB_IPL_1,17Networks_LH_DefaultB_PFCd_1,17Networks_LH_DefaultB_PFCl_1,17Networks_LH_DefaultB_PFCv_1,17Networks_LH_DefaultB_PFCv_2,17Networks_LH_DefaultC_Rsp_1,17Networks_LH_DefaultC_PHC_1,17Networks_LH_TempPar_1,17Networks_RH_VisCent_ExStr_1,17Networks_RH_VisCent_ExStr_2,17Networks_RH_VisCent_ExStr_3,17Networks_RH_VisPeri_StriCal_1,17Networks_RH_VisPeri_ExStrInf_1,17Networks_RH_VisPeri_ExStrSup_1,17Networks_RH_SomMotA_1,17Networks_RH_SomMotA_2,17Networks_RH_SomMotA_3,17Networks_RH_SomMotA_4,17Networks_RH_SomMotB_Aud_1,17Networks_RH_SomMotB_S2_1,17Networks_RH_SomMotB_S2_2,17Networks_RH_SomMotB_Cent_1,17Networks_RH_DorsAttnA_TempOcc_1,17Networks_RH_DorsAttnA_ParOcc_1,17Networks_RH_DorsAttnA_SPL_1,17Networks_RH_DorsAttnB_PostC_1,17Networks_RH_DorsAttnB_PostC_2,17Networks_RH_DorsAttnB_FEF_1,17Networks_RH_SalVentAttnA_ParOper_1,17Networks_RH_SalVentAttnA_Ins_1,17Networks_RH_SalVentAttnA_ParMed_1,17Networks_RH_SalVentAttnA_FrMed_1,17Networks_RH_SalVentAttnB_IPL_1,17Networks_RH_SalVentAttnB_PFCl_1,17Networks_RH_SalVentAttnB_PFCmp_1,17Networks_RH_LimbicB_OFC_1,17Networks_RH_LimbicA_TempPole_1,17Networks_RH_ContA_IPS_1,17Networks_RH_ContA_PFCl_1,17Networks_RH_ContA_PFCl_2,17Networks_RH_ContB_Temp_1,17Networks_RH_ContB_IPL_1,17Networks_RH_ContB_PFCld_1,17Networks_RH_ContB_PFClv_1,17Networks_RH_ContC_Cingp_1,17Networks_RH_ContC_pCun_1,17Networks_RH_DefaultA_IPL_1,17Networks_RH_DefaultA_PFCd_1,17Networks_RH_DefaultA_pCunPCC_1,17Networks_RH_DefaultA_PFCm_1,17Networks_RH_DefaultB_PFCd_1,17Networks_RH_DefaultB_PFCv_1,17Networks_RH_DefaultB_PFCv_2,17Networks_RH_DefaultC_Rsp_1,17Networks_RH_DefaultC_PHC_1,17Networks_RH_TempPar_1,17Networks_RH_TempPar_2,17Networks_RH_TempPar_3
Age (years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,2.5828017627542037,2.26561056538607,1.8963025110774343,2.518592827374448,2.5674032024624185,2.2576608213021045,2.357787384318177,2.410876066975844,2.6616421381123323,2.9170141284301856,3.0161969899900853,3.073141296396999,2.5137037675197185,2.9674545678581308,2.740140411277748,2.6337676192387898,2.8784407415540767,2.5967007906860955,2.5802675678784075,2.8254869595871144,2.9737638845491428,3.4773520113245397,3.069450750046292,2.833915772893923,3.260729425652808,2.779411088020653,3.2058819726917043,2.95676155052875,3.3007192073763645,3.0753776424715302,2.7446873413702435,2.7454175309760562,2.8739370991855013,2.8914648225722397,2.7004697459698868,2.846651504481543,3.0721075064425754,2.8945086793368358,3.0363159018340666,3.0921892111881952,3.1991272872859984,3.0499698606988144,3.0036059363546674,3.3009357051170483,2.997508587956282,3.3780380483277015,3.0020437098382815,3.1478895248382033,2.9958679461850437,3.013430203363566,2.7829965071116955,2.2004015892723277,2.613737206944234,1.9809252315624915,2.505527630083689,2.367222568915225,2.43411734240077,2.3825843498489134,2.4076549335927733,2.6219355767101216,2.9660511452738207,3.169339576619069,3.0989538752051384,2.455271466569107,2.882817696431212,2.8621235324916334,2.6258421395631673,2.678652087585879,2.728563155270313,2.7785712001265277,3.0132449418716902,3.253448153530999,2.890045234227156,3.1966251834489507,2.9255519392731197,2.7421333091422833,3.1617346979731025,2.968390523442022,3.3125934266670853,2.659479360052784,2.685887571510216,2.8465217172374446,3.1817979189308243,2.9008776016042983,2.90571314261732,2.8466108527057843,2.9842880148755295,2.809473752762959,2.9465675443970776,2.8992520079637907,3.084024459131646,3.07576418895147,3.283537648760636,3.252474434700158,3.0640306246789666,3.1890663638919485,3.060854184509691,3.203606934545994,3.147410297152729,2.968912317265972,0.14865480859402355,0.14888131070723393,0.16540724647791336,0.1398457822658362,0.159578790236963,0.13964042957315068,0.1587583664895468,0.1532401368039981,0.13801617813603273,0.1590221234309422,0.16012052793517725,0.16186356689016174,0.15167292231330723,0.13308966935434627,0.15611205558709107,0.1315977078026052,0.17392003012209054,0.16302765199038938,0.16299476894268067,0.15537865733746198,0.16730815165701068,0.1747923448669389,0.13391234422569054,0.14253526782611922,0.17743563661085113,0.16677455835228058,0.1642940352612053,0.14467768245458948,0.16345444817564675,0.16409973785630647,0.14047162340144698,0.14350640775974338,0.1410243148467001,0.15687039792174995,0.18427205384878945,0.18328149498071344,0.18269183425042199,0.16390674718084236,0.1403490697130403,0.15843795892719487,0.16678808053974875,0.15779428913556684,0.13709361255418073,0.159000136121689,0.16851801800047428,0.1572223270863078,0.1475697592217252,0.18279604440198954,0.18087507110105985,0.16509234717294752,0.14984013028762885,0.1516849491497256,0.14635604132161995,0.1552673486530353,0.14688220152467754,0.15205255379688282,0.17748254989718282,0.160946552514232,0.16622439370797668,0.141173930852596,0.14263788622657828,0.17693113796710788,0.1773121081219506,0.16471878287010686,0.1364017774099766,0.1444870923242645,0.14340119403561066,0.15636552141942497,0.16646158469583489,0.16761319486837933,0.15031956540496066,0.12772951897496068,0.14475577012464008,0.1564262736175682,0.1757710066030025,0.16480612274822268,0.16950750721882657,0.14666201270789586,0.15405737696665892,0.1427594294544083,0.14568942200673518,0.14763206592963168,0.16700813697947847,0.1563412357534828,0.15905870222675428,0.15243056361595145,0.18617320269661405,0.15037479459950348,0.1610306239331156,0.15374397452485888,0.1554153813639003,0.15010616871531168,0.16901494319053656,0.16410481342466932,0.15766914762373493,0.18890420338703398,0.15440285145527996,0.18593452476951258,0.15488933687822226,0.17234350074898222
6.0,2.553317243181543,2.247639116750394,1.8812827631378009,2.487979950055166,2.5377301006432322,2.226128542722615,2.32325198252261,2.391229016065544,2.6344354064120385,2.8923224546687316,2.9873926716768335,3.0465285419845856,2.497414149282009,2.9385137800486754,2.709579633214355,2.595426028096908,2.8467188079924983,2.5584709922220292,2.546996727684389,2.8128860392960364,2.9395657112543794,3.458544816174971,3.0442896737182723,2.7923996882483526,3.235312326956752,2.745391248835528,3.1724635933171927,2.925449727360417,3.2912822867068003,3.049610212988238,2.706843065717452,2.7127773091973935,2.8573020102476585,2.845897216942766,2.6619667810136485,2.8015087455521934,3.04034875228361,2.8718685179440695,2.993026033910818,3.0506419413480477,3.177721503104005,3.0154165728927684,2.9654406894420235,3.265229191564166,2.974391306968698,3.3524454320802644,2.966946214396382,3.111252723520641,2.9708823702700133,2.981329952273246,2.7506517563375072,2.181025001976787,2.5825162880051202,1.9604862249500439,2.4681771056779818,2.3369012983702886,2.427379991430642,2.363620161008566,2.374867067534576,2.5961513218895047,2.941817860920001,3.138947119176211,3.0723694876935363,2.43674748234518,2.8568342279000127,2.8287656215442345,2.5878983818352426,2.6435698663670384,2.6887836351454375,2.7666612099844747,2.9827673348509958,3.232390890468835,2.8504883265944145,3.169996319225171,2.8951033684119913,2.7047317896183163,3.1327059236173525,2.9339318819251807,3.2998944656869433,2.6231413419182066,2.6501620185238304,2.828868035731241,3.156100602580606,2.8625225482791787,2.8790854174603178,2.802941178523122,2.9563615534880188,2.7675475174116397,2.9129809798998765,2.874255108083403,3.043856355481176,3.0320289376991125,3.2464596903744782,3.226567588991571,3.0318413548768763,3.152566859043882,3.0357049224883257,3.180890402541378,3.1115328036900354,2.9390987022900155,0.14747425827018035,0.14665269301151065,0.16288246124368108,0.13825429046775548,0.15753018906877098,0.13871364755460824,0.15678224848852265,0.1510531232091868,0.13661391028220077,0.15681741313461056,0.15902256512247034,0.15985392412980892,0.1496757890295975,0.13229344221304476,0.15462843551086944,0.1304421076136069,0.17162976142344727,0.16169033052033505,0.16064039643860709,0.15336937690207747,0.16492642843597646,0.17189963430092564,0.1331149493266428,0.14206847889680999,0.175704588501606,0.16478601048300942,0.1623767149055659,0.1432397624558926,0.1623946027278306,0.16222890637842807,0.1394614786583314,0.1421262208311578,0.1395569074401611,0.15490616063272852,0.18263157796673957,0.1810574205929681,0.18101635433763583,0.16294432865409658,0.13929698063334967,0.1575656425441835,0.16418016940161395,0.15621531251977766,0.1357020546679176,0.15733154165796115,0.16687258987267803,0.15651588361858806,0.1458446695151023,0.1804496075862889,0.18050388464203637,0.1632240872973456,0.14800394814762818,0.1494516658534491,0.1453589860906376,0.15303058631834737,0.14549639424247227,0.15029855598294678,0.1761384926674374,0.1589907974444106,0.16397318148491785,0.14012596385701792,0.1422986264294318,0.1757637970100119,0.17517797480834954,0.16192249659044672,0.13531878485954554,0.14356602218242132,0.14180737453093675,0.1545003381653022,0.16420918680254956,0.16488219250752473,0.14915104759448597,0.12632871213461688,0.14408104692765497,0.1549516562144316,0.17345018379200594,0.16268838124516438,0.16818896061316088,0.14485862420493184,0.15302917389259596,0.14226887897419405,0.14456310405059894,0.14621577282811205,0.1649245688020646,0.1551506603809593,0.1574356736813085,0.15101755927554233,0.1841735974993069,0.149750636026224,0.15979347675254457,0.1525648178596958,0.15435432907737595,0.14894737099339894,0.16696254675080008,0.16251022578279367,0.15669903365518276,0.18745831790969225,0.1538937980697124,0.1833364787320877,0.15343311911187735,0.17018607771433283
7.0,2.525476679903018,2.2308088845205445,1.8669994351881678,2.4591307336928696,2.5096522961928773,2.1961846517130934,2.290601257751644,2.3727392045758333,2.60878678471241,2.868700854679989,2.9598909868730856,3.0211640703450957,2.48184332864711,2.911196952910898,2.6807152522881585,2.559310548009845,2.816739373310479,2.5223544084831913,2.515672094723292,2.8007380174165113,2.9072793354048554,3.440445665577711,3.0202190966769793,2.7530682914511844,3.211197200334389,2.713279821732662,3.1406023685578006,2.895792634257182,3.2823611608380094,3.025214936029646,2.671055275615131,2.681866917459054,2.8413203351468512,2.802970572862728,2.6256095325852113,2.7589719171795544,3.010146024337185,2.8503037241758618,2.952180869650268,3.011238525583,3.1573686892122756,2.9825543541510657,2.9293953521325564,3.23136003457285,2.9523850932984814,3.3279626295465037,2.933672946627132,3.0764189175205567,2.9472807204876346,2.950894983646578,2.720091077142449,2.162740877443831,2.5530396478916813,1.9409334136940797,2.4327679813969842,2.308237860152993,2.420961162977511,2.345754291826168,2.344043902019648,2.571841348296238,2.9186188727691564,3.1099777899794283,3.0470406436931037,2.41909582817875,2.83230973913372,2.797267840905871,2.55211920385567,2.6103674939251658,2.651365850818042,2.7551890271347927,2.953908843179195,3.2121488128985,2.8129784442980053,3.1446323354319463,2.866310086849151,2.6694881445008583,3.105004275120074,2.901298638932504,3.2879721791360947,2.5887895541774077,2.616360563095819,2.811930693471849,3.1317514684171477,2.8262923952475525,2.853773776119218,2.76177009893205,2.9299217929683885,2.7279920417861896,2.881252269721094,2.850505334508453,3.005848440115877,2.9905935287361456,3.2113214225984943,3.2019252582339695,3.001233348355731,3.1177873971444376,3.011957300057738,3.159260094781145,3.077439747401023,2.9108739625201214,0.1463430195538132,0.1445597774129254,0.16051114941690414,0.13675917223113404,0.15561439380938946,0.1378072910556035,0.15491640460959624,0.14903197478192917,0.1353121257365363,0.15476188271320057,0.1579900774193334,0.15797435298898968,0.14781227231096275,0.1314987547556555,0.15322436921539845,0.1293468917601817,0.16948677006420076,0.16043572856710353,0.15844822883216447,0.15149405404129773,0.16269578620450667,0.1692156359950944,0.13233986330500389,0.1415742436879584,0.1740579240503373,0.16290147313328052,0.16058462875768034,0.14187290964582766,0.16137887593343697,0.1604677290040582,0.13849687062470697,0.14081261902387648,0.13818172444762603,0.1530494259340776,0.1810652727912222,0.17897146310178264,0.17945500244451196,0.16197293623033915,0.13828822782765904,0.15671271286051333,0.1617647762661177,0.15474035077333895,0.13438189856357277,0.15573294889301836,0.16531551300119804,0.15581372401650598,0.1442001061037218,0.1782496814595058,0.18012655494147453,0.16146914430049297,0.14627995136691566,0.14733863525492683,0.14439800860841542,0.15092218361412407,0.14417045276746765,0.14862132455441485,0.17487249458068013,0.157171138915479,0.1618950701223495,0.13915052234866213,0.14193574087331523,0.17464138106860141,0.17317343350038558,0.15933177775540475,0.13427335502080098,0.1426777737729548,0.14030215815393746,0.1527654043053151,0.16210251364100728,0.16233643396143255,0.14802552506515118,0.12500811044036758,0.14340611789232555,0.1535372363863315,0.1712748319420498,0.1606867680933594,0.16692889557521015,0.14316360468948253,0.15202920955987495,0.14177530116767165,0.14345596806089864,0.14485479574323362,0.16295661262496872,0.15400651473790847,0.15587158551835492,0.1496465518146276,0.18231292776646596,0.14912599412393662,0.15861294571557685,0.15141999190624683,0.15331544704642092,0.14785368462855936,0.16500209267906304,0.16098365751273416,0.15574116761554546,0.18607407003430645,0.15338325452838836,0.18090884829647955,0.15205848297543884,0.16815834317645081
8.0,2.499234542076465,2.2150860150189344,1.853435153320618,2.431995212281433,2.4831258325645105,2.1677875680507652,2.2597838394986725,2.355370879285026,2.5846486482428745,2.846121927697104,2.9336584376213852,2.99701538432127,2.4669723363476894,2.885458996492244,2.65349943487362,2.525357608893055,2.7884521405573537,2.4882921070536086,2.486236774998797,2.789029773498782,2.8768491891362107,3.423034949619084,2.9972118017465212,2.7158619602678993,3.1883439805058273,2.6830212514176264,3.1102565364442163,2.8677467666019476,3.273939076682116,3.0021542019796597,2.637267320783568,2.652637706084753,2.825974462628904,2.7626106107229473,2.591337048197165,2.7189665110493926,2.981458914353949,2.82978414412221,2.913711779190049,2.973922930593756,3.1380389192221134,2.9513386473322343,2.895409318251522,3.199275347551345,2.9314572700473236,3.3045616305747196,2.902173256644543,3.0433410509450525,2.9250220983005835,2.922079384931698,2.691264437160209,2.1455197714291336,2.5252588145339643,1.922248622252359,2.399248498772753,2.281186965909054,2.4148485482379582,2.328952306441195,2.3151268233637454,2.5489603863988224,2.8964263864452766,3.082394721528141,3.022933964851346,2.402292936561979,2.809202885381762,2.7675770704492444,2.5184427754507985,2.5789924182230455,2.6162404968664297,2.744141525502942,2.926623088956404,3.192701999313921,2.777460038412825,3.120497045098529,2.839123863940961,2.6363400651869546,3.0785944761464186,2.8704432915200098,3.276802260994987,2.5563690457498915,2.5844296267031743,2.795690386883084,3.108712915906852,2.7921264926192246,2.8297408639312125,2.7230284487892256,2.904927125916401,2.690739729944442,2.851327387254296,2.827967177114721,2.9699420575898605,2.9513977510176814,3.1780673263529686,3.178512970760149,2.972162940029681,3.084685225219332,2.9895707291651967,3.13868391412933,3.0450830305066634,2.8841927122021365,0.14525884035148465,0.1425972357680144,0.1582864153553186,0.1353561014750145,0.15382353683381694,0.1369219888529034,0.15315562376286052,0.14716878285795118,0.1341060777134108,0.15284834849050896,0.1570204519156356,0.15621903195846631,0.14607729788943513,0.13070847878842634,0.15189491909082503,0.12831045703702987,0.1674844897026289,0.1592607580231315,0.15641064021663778,0.14974496667769696,0.16060932321106758,0.16672865512802654,0.1315863790185716,0.14105752056664497,0.17249239175963274,0.16111571574811853,0.15891170805915356,0.14057357420423847,0.16040534611725413,0.15881031553013708,0.13757692849512834,0.13956232760190168,0.1368933242074363,0.15129446562325283,0.17957117660809693,0.1770164434730628,0.17800119280838825,0.1609964850983255,0.13732115012099438,0.15587919059709202,0.15952980827242136,0.15336213067318252,0.1331298122010734,0.1542013627386529,0.16384235128204522,0.15511634881418607,0.14263232992114538,0.17618819754019446,0.17974560818725555,0.15982096473719162,0.14466237964869846,0.14533921983692397,0.1434726010226985,0.14893767278479028,0.14290317558699644,0.14702023595001024,0.17368270769910715,0.15548210517746514,0.15997903753367484,0.13824470191333044,0.1415540439533064,0.17356209307081122,0.17129221467013447,0.15693651730897654,0.13326469473310787,0.14182001445998507,0.13888058450029028,0.1511533554725144,0.1601333580402339,0.15996404312873422,0.14694242589728204,0.12376323490880159,0.142732663427864,0.15218138794328792,0.16923661886970723,0.15879565275921526,0.1657246835182092,0.14157320366699164,0.1510559535209365,0.1412809495689895,0.14236944638799615,0.14354704286120706,0.16109853179626307,0.15290740657043836,0.15436545903880078,0.14831710837649853,0.18058195761087986,0.1485023887953665,0.15748602074736617,0.15030936427961067,0.15229856048154222,0.1468226270929715,0.1631300478743843,0.15952423465576784,0.1547984155581787,0.18474850862116798,0.15287264070653725,0.1786423658660684,0.15076105109876928,0.16625308862717667
