,Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm)
,17Networks_LH_VisCent_Striate,17Networks_LH_VisCent_ExStr,17Networks_LH_VisPeri_StriCal,17Networks_LH_VisPeri_ExStrInf,17Networks_LH_VisPeri_ExStrSup,17Networks_LH_SomMotA,17Networks_LH_SomMotB_Cent,17Networks_LH_SomMotB_S2,17Networks_LH_SomMotB_Ins,17Networks_LH_SomMotB_Aud,17Networks_LH_DorsAttnA_TempOcc,17Networks_LH_DorsAttnA_ParOcc,17Networks_LH_DorsAttnA_SPL,17Networks_LH_DorsAttnB_TempOcc,17Networks_LH_DorsAttnB_PostC,17Networks_LH_DorsAttnB_FEF,17Networks_LH_DorsAttnB_PrCv,17Networks_LH_SalVentAttnA_ParOper,17Networks_LH_SalVentAttnA_FrOper,17Networks_LH_SalVentAttnA_Ins,17Networks_LH_SalVentAttnA_ParMed,17Networks_LH_SalVentAttnA_FrMed,17Networks_LH_SalVentAttnB_IPL,17Networks_LH_SalVentAttnB_PFCd,17Networks_LH_SalVentAttnB_PFCl,17Networks_LH_SalVentAttnB_Ins,17Networks_LH_SalVentAttnB_OFC,17Networks_LH_SalVentAttnB_PFCmp,17Networks_LH_LimbicA_TempPole,17Networks_LH_LimbicB_OFC,17Networks_LH_ContA_Temp,17Networks_LH_ContA_IPS,17Networks_LH_ContA_PFCd,17Networks_LH_ContA_PFCl,17Networks_LH_ContA_PFClv,17Networks_LH_ContA_Cingm,17Networks_LH_ContB_Temp,17Networks_LH_ContB_IPL,17Networks_LH_ContB_PFCd,17Networks_LH_ContB_PFCl,17Networks_LH_ContB_PFClv,17Networks_LH_ContB_PFCmp,17Networks_LH_ContC_pCun,17Networks_LH_ContC_Cingp,17Networks_LH_DefaultA_IPL,17Networks_LH_DefaultA_PFCd,17Networks_LH_DefaultA_pCunPCC,17Networks_LH_DefaultA_PFCm,17Networks_LH_DefaultB_Temp,17Networks_LH_DefaultB_IPL,17Networks_LH_DefaultB_PFCd,17Networks_LH_DefaultB_PFCl,17Networks_LH_DefaultB_PFCv,17Networks_LH_DefaultC_IPL,17Networks_LH_DefaultC_Rsp,17Networks_LH_DefaultC_PHC,17Networks_LH_TempPar,17Networks_RH_VisCent_Striate,17Networks_RH_VisCent_ExStr,17Networks_RH_VisPeri_StriCal,17Networks_RH_VisPeri_ExStrInf,17Networks_RH_VisPeri_ExStrSup,17Networks_RH_SomMotA,17Networks_RH_SomMotB_Cent,17Networks_RH_SomMotB_S2,17Networks_RH_SomMotB_Ins,17Networks_RH_SomMotB_Aud,17Networks_RH_DorsAttnA_TempOcc,17Networks_RH_DorsAttnA_ParOcc,17Networks_RH_DorsAttnA_SPL,17Networks_RH_DorsAttnB_TempOcc,17Networks_RH_DorsAttnB_PostC,17Networks_RH_DorsAttnB_FEF,17Networks_RH_DorsAttnB_PrCv,17Networks_RH_SalVentAttnA_ParOper,17Networks_RH_SalVentAttnA_PrC,17Networks_RH_SalVentAttnA_FrOper,17Networks_RH_SalVentAttnA_Ins,17Networks_RH_SalVentAttnA_ParMed,17Networks_RH_SalVentAttnA_FrMed,17Networks_RH_SalVentAttnB_IPL,17Networks_RH_SalVentAttnB_PFCd,17Networks_RH_SalVentAttnB_PFCl,17Networks_RH_SalVentAttnB_PFClv,17Networks_RH_SalVentAttnB_Ins,17Networks_RH_SalVentAttnB_PFCmp,17Networks_RH_SalVentAttnB_Cinga,17Networks_RH_LimbicA_TempPole,17Networks_RH_LimbicB_OFC,17Networks_RH_ContA_Temp,17Networks_RH_ContA_IPS,17Networks_RH_ContA_PFCd,17Networks_RH_ContA_PFCl,17Networks_RH_ContA_Cingm,17Networks_RH_ContB_Temp,17Networks_RH_ContB_IPL,17Networks_RH_ContB_PFCld,17Networks_RH_ContB_PFClv,17Networks_RH_ContB_PFCmp,17Networks_RH_ContC_pCun,17Networks_RH_ContC_Cingp,17Networks_RH_DefaultA_Temp,17Networks_RH_DefaultA_IPL,17Networks_RH_DefaultA_PFCd,17Networks_RH_DefaultA_pCunPCC,17Networks_RH_DefaultA_PFCm,17Networks_RH_DefaultB_Temp,17Networks_RH_DefaultB_AntTemp,17Networks_RH_DefaultB_PFCd,17Networks_RH_DefaultB_PFCv,17Networks_RH_DefaultC_IPL,17Networks_RH_DefaultC_Rsp,17Networks_RH_DefaultC_PHC,17Networks_RH_TempPar,17Networks_LH_VisCent_Striate,17Networks_LH_VisCent_ExStr,17Networks_LH_VisPeri_StriCal,17Networks_LH_VisPeri_ExStrInf,17Networks_LH_VisPeri_ExStrSup,17Networks_LH_SomMotA,17Networks_LH_SomMotB_Cent,17Networks_LH_SomMotB_S2,17Networks_LH_SomMotB_Ins,17Networks_LH_SomMotB_Aud,17Networks_LH_DorsAttnA_TempOcc,17Networks_LH_DorsAttnA_ParOcc,17Networks_LH_DorsAttnA_SPL,17Networks_LH_DorsAttnB_TempOcc,17Networks_LH_DorsAttnB_PostC,17Networks_LH_DorsAttnB_FEF,17Networks_LH_DorsAttnB_PrCv,17Networks_LH_SalVentAttnA_ParOper,17Networks_LH_SalVentAttnA_FrOper,17Networks_LH_SalVentAttnA_Ins,17Networks_LH_SalVentAttnA_ParMed,17Networks_LH_SalVentAttnA_FrMed,17Networks_LH_SalVentAttnB_IPL,17Networks_LH_SalVentAttnB_PFCd,17Networks_LH_SalVentAttnB_PFCl,17Networks_LH_SalVentAttnB_Ins,17Networks_LH_SalVentAttnB_OFC,17Networks_LH_SalVentAttnB_PFCmp,17Networks_LH_LimbicA_TempPole,17Networks_LH_LimbicB_OFC,17Networks_LH_ContA_Temp,17Networks_LH_ContA_IPS,17Networks_LH_ContA_PFCd,17Networks_LH_ContA_PFCl,17Networks_LH_ContA_PFClv,17Networks_LH_ContA_Cingm,17Networks_LH_ContB_Temp,17Networks_LH_ContB_IPL,17Networks_LH_ContB_PFCd,17Networks_LH_ContB_PFCl,17Networks_LH_ContB_PFClv,17Networks_LH_ContB_PFCmp,17Networks_LH_ContC_pCun,17Networks_LH_ContC_Cingp,17Networks_LH_DefaultA_IPL,17Networks_LH_DefaultA_PFCd,17Networks_LH_DefaultA_pCunPCC,17Networks_LH_DefaultA_PFCm,17Networks_LH_DefaultB_Temp,17Networks_LH_DefaultB_IPL,17Networks_LH_DefaultB_PFCd,17Networks_LH_DefaultB_PFCl,17Networks_LH_DefaultB_PFCv,17Networks_LH_DefaultC_IPL,17Networks_LH_DefaultC_Rsp,17Networks_LH_DefaultC_PHC,17Networks_LH_TempPar,17Networks_RH_VisCent_Striate,17Networks_RH_VisCent_ExStr,17Networks_RH_VisPeri_StriCal,17Networks_RH_VisPeri_ExStrInf,17Networks_RH_VisPeri_ExStrSup,17Networks_RH_SomMotA,17Networks_RH_SomMotB_Cent,17Networks_RH_SomMotB_S2,17Networks_RH_SomMotB_Ins,17Networks_RH_SomMotB_Aud,17Networks_RH_DorsAttnA_TempOcc,17Networks_RH_DorsAttnA_ParOcc,17Networks_RH_DorsAttnA_SPL,17Networks_RH_DorsAttnB_TempOcc,17Networks_RH_DorsAttnB_PostC,17Networks_RH_DorsAttnB_FEF,17Networks_RH_DorsAttnB_PrCv,17Networks_RH_SalVentAttnA_ParOper,17Networks_RH_SalVentAttnA_PrC,17Networks_RH_SalVentAttnA_FrOper,17Networks_RH_SalVentAttnA_Ins,17Networks_RH_SalVentAttnA_ParMed,17Networks_RH_SalVentAttnA_FrMed,17Networks_RH_SalVentAttnB_IPL,17Networks_RH_SalVentAttnB_PFCd,17Networks_RH_SalVentAttnB_PFCl,17Networks_RH_SalVentAttnB_PFClv,17Networks_RH_SalVentAttnB_Ins,17Networks_RH_SalVentAttnB_PFCmp,17Networks_RH_SalVentAttnB_Cinga,17Networks_RH_LimbicA_TempPole,17Networks_RH_LimbicB_OFC,17Networks_RH_ContA_Temp,17Networks_RH_ContA_IPS,17Networks_RH_ContA_PFCd,17Networks_RH_ContA_PFCl,17Networks_RH_ContA_Cingm,17Networks_RH_ContB_Temp,17Networks_RH_ContB_IPL,17Networks_RH_ContB_PFCld,17Networks_RH_ContB_PFClv,17Networks_RH_ContB_PFCmp,17Networks_RH_ContC_pCun,17Networks_RH_ContC_Cingp,17Networks_RH_DefaultA_Temp,17Networks_RH_DefaultA_IPL,17Networks_RH_DefaultA_PFCd,17Networks_RH_DefaultA_pCunPCC,17Networks_RH_DefaultA_PFCm,17Networks_RH_DefaultB_Temp,17Networks_RH_DefaultB_AntTemp,17Networks_RH_DefaultB_PFCd,17Networks_RH_DefaultB_PFCv,17Networks_RH_DefaultC_IPL,17Networks_RH_DefaultC_Rsp,17Networks_RH_DefaultC_PHC,17Networks_RH_TempPar
Age (years),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,1.8967097783476419,2.5331134517004044,1.9777748307428233,2.6324769582759773,2.41021578820646,2.5360828363040717,2.4698927526597014,3.0449033577120406,3.0991802921259195,2.8744976850072734,2.842165079580914,2.7782479705586254,2.60662999826935,2.9339649281139675,2.694008153446805,2.758832314232136,3.0235519695761117,2.948185823270111,3.0612450081551947,3.3855179421382933,2.803697044668868,3.172206131515765,3.0193536543688224,3.2591665707557578,2.7754289212359047,3.202149454814084,2.893860829040577,3.168304471185901,3.2665776020479007,3.000549466950469,3.0986673962876043,2.7326708505246042,2.8387309240981655,2.7876390488944516,2.659326069046844,2.5994543207576624,3.022698206163725,2.869270357720761,2.999092938737588,2.886381821138454,2.8066311415628395,3.453503528468296,2.8348403177433177,2.5886879456871017,2.980244344216837,2.84244875199089,3.1143058670735146,3.0630366987457305,3.1473714951349394,2.9704153229835923,3.3264842286008847,3.012231796018724,3.1176938308432987,3.024284373161897,3.1536886370749233,2.9491177136951814,3.0531360097210314,1.9214783559370177,2.5715935781474255,1.9936183142444905,2.6591425024256443,2.3932126840038532,2.508773660834006,2.4034302075466414,3.095748558854449,3.19338710053092,2.9790590983464016,2.8959795813321803,2.8203830405731125,2.597843536604339,2.8320979457389837,2.7178003545060117,2.7144540103639287,2.9975333180761456,3.008906804777966,2.9041173903429462,3.0977350185612993,3.3796450894330845,2.8317319575354385,3.141805697601929,2.9175753726854285,3.2186199267743008,2.742957881124929,2.755522796089697,3.0810338974361735,3.200595912642245,2.3499389425378645,3.28028968491919,2.995889006199729,3.119827907279241,2.7023091069065637,2.8219852325438195,2.735877164655617,2.0691567527475803,3.0740107697309784,2.8945035522602613,2.921334609732809,2.796655903556722,3.488245521933732,2.8825331306626465,2.4106954918675365,3.3514586005184235,2.9382788986926593,2.8545976166392477,3.148296211057354,3.060819554011543,3.332217180793513,3.1742935941913935,3.3274328034539913,3.2118241619209367,2.9487073080443387,3.1991433601228523,2.928048377919123,3.087298799440171,0.16995957089695946,0.11527759292821807,0.1485312928650546,0.1508712691645477,0.1475649344186067,0.1292282321935038,0.14933074564926294,0.1493260757135329,0.2296615419073824,0.1604742953843273,0.13976013985782848,0.1524989578959486,0.13980632457894163,0.22312350936741307,0.13458269426986,0.17471773537015842,0.20873072569974802,0.17148775705484043,0.15385331405357774,0.15285144081891072,0.15026923648814958,0.1574361988542344,0.24036317579321428,0.2696378130773845,0.17000826743081088,0.13738169189586713,0.27123117970093613,0.19185353413538914,0.14753400507805833,0.13793667536213505,0.18421757376586576,0.14239711810054548,0.19063787674307156,0.13904235980862636,0.18504760248658977,0.33088470745880816,0.22244480026488261,0.1631377907932278,0.187341534849166,0.18025620520532834,0.1668773273905188,0.25358951267810254,0.15238251863007493,0.2319702002356316,0.16613086516869643,0.17127503354878004,0.13477576721940204,0.15353500408225215,0.14393327134236325,0.16205691713794776,0.16236232460219502,0.19329457433990158,0.14289569084732134,0.2012106585122298,0.19496921178312215,0.18697052723511606,0.14494730737526415,0.18758346862415762,0.12273772493739492,0.15971402559047723,0.15472796245761997,0.14347673371611355,0.1269256076604339,0.15436636085263467,0.15145783318095205,0.22312623599803602,0.15434408366326216,0.13869177306153954,0.15474232112023178,0.14162388481553548,0.22073833065979473,0.1326048759989863,0.18046781780289692,0.22773056722015897,0.15609760855824528,0.24414149894621368,0.1526898601935097,0.16454648398172236,0.1539917090900842,0.16190573039790582,0.20423385356169216,0.23671786411118653,0.1649548706292457,0.19894377060479543,0.13937338246869863,0.1889399564140207,0.3633077909300742,0.1476024247960597,0.13919277507772856,0.2028190269564438,0.14548719194981985,0.18956614341024114,0.13112162878466802,0.32585761090951904,0.1996835407672373,0.15646254628899647,0.14837558088917482,0.14938736168315356,0.23608009180970987,0.14713232352122002,0.2301277572523021,0.2265965827308942,0.15950546944104407,0.17711551560782735,0.14726855405179606,0.14430219331190544,0.2039860335788034,0.18305721490872673,0.18673692950754692,0.15584983718673523,0.20759708542579847,0.1944217690927372,0.19314954139686547,0.1379801472880682
6.0,1.8872761785580503,2.5063586960959823,1.954572752552118,2.599042698424424,2.3749935303434824,2.5110729555527693,2.4540305044250985,3.0167014776923855,3.073616609774296,2.850012601885684,2.8137311151123123,2.7441540768594423,2.567721425603763,2.9010531651122835,2.6578235980997804,2.747835843958782,3.0097211722741086,2.9137312127876616,3.0412516913919005,3.361647344657444,2.762856033035784,3.140165992941805,2.987607095081617,3.2395385996928,2.7417661864095297,3.178348897802327,2.8490200903438976,3.13664945264835,3.2541759501640466,2.965450691571807,3.0701787036900576,2.695719636545577,2.821388769305442,2.7651540774469323,2.62454263297645,2.5811685079424262,2.9958901590516787,2.8326925256843563,2.9795131888238267,2.857584615254072,2.765116976780143,3.420263204158552,2.7927121415008354,2.571282722109413,2.939304261359312,2.8173841114350333,3.0716155457693652,3.021207284039454,3.1218097280439725,2.9346308898230573,3.2907934909086656,2.991059244095933,3.0855585848350424,2.98268709332013,3.1181215079587266,2.9251694107663275,3.0218725312654837,1.9105523148051928,2.5441695016477976,1.9713018210069553,2.6242420342180557,2.3606763225457112,2.484292440705352,2.386861904833628,3.065073383529819,3.169031440296408,2.955883986268167,2.869530547248237,2.7865151552341794,2.5594155989102387,2.8034862608745508,2.681370584898711,2.7029972218683973,2.981527695475621,2.9790589752419563,2.900957612839239,3.077960841636113,3.360420009968943,2.791981128333328,3.1150886241958307,2.8911225283764486,3.1978801347705086,2.7058582327192324,2.71651919004732,3.05806132615595,3.170579376213436,2.341342595536365,3.2679130305311257,2.9606339939909576,3.092730089292756,2.6665823925670376,2.8059075682460715,2.7095986765722855,2.0694753298383293,3.049431610610436,2.8583900119213173,2.894670600868872,2.7543205617241826,3.4504357560440497,2.8402087430796863,2.39669247516847,3.3238414720843203,2.903017467146921,2.826334650938728,3.1074806193019064,3.0179681494130195,3.298873363000329,3.1489500602560434,3.290254943387231,3.1802658642112447,2.9084346705240756,3.162329664216871,2.903028124125466,3.054486998681809,0.16743312102541708,0.11420372552391851,0.1471554544544889,0.14943150633155114,0.14566926811258502,0.12761325338859528,0.14741126814249736,0.1476489203010874,0.22781431845793193,0.1583011085568288,0.13892415535560496,0.15115646481823447,0.13842704852342036,0.22067808232570893,0.13305280105991768,0.17240211812691839,0.20609826970393347,0.1691237119167559,0.15289984594333658,0.1508246287294397,0.14968354152129074,0.1562948315284942,0.23712761409246086,0.2665505113630027,0.16789889418681722,0.1368750998904981,0.2681892639507367,0.18958813027552268,0.14620130886775112,0.1365112164859832,0.1827481080719663,0.14126902885729925,0.18901958752848433,0.13796862749124014,0.18288255186762717,0.326559774433467,0.21982171796718614,0.16138393253527644,0.18561546757558467,0.17902771847054144,0.1645250287618698,0.25069735789031566,0.15110647133358518,0.2297127705066368,0.16432210919953405,0.17012204078657867,0.1336627520745925,0.1524624822379095,0.14207204929051076,0.16058122805396224,0.1606624152557782,0.19114217934719066,0.14151972138721436,0.19889963361775842,0.1924800616442717,0.18688783187207275,0.14324590148242092,0.18531809217725065,0.12116963224484183,0.15745693896802535,0.1532599066783962,0.1419565763483764,0.12559791001989629,0.15182685396552403,0.15049697911895538,0.22102433935636723,0.153693684639355,0.13775210932215406,0.153455758004297,0.1401228251480048,0.21915234070573839,0.13126854581484285,0.17785378062316345,0.22447313769066132,0.15488151379647216,0.23939047262595034,0.15141686637590884,0.16196670055885581,0.15320530298512589,0.16017698502385397,0.20149009555922626,0.23349875425980188,0.16287620689172347,0.19703058083250202,0.13839091388168487,0.18751101543904045,0.35814791540291585,0.14670017123104276,0.13750050012372347,0.20082101209116202,0.14456238657531417,0.18756841318804457,0.13081997993806263,0.32143095518397347,0.19717726112324518,0.1554153906200758,0.1467584191982916,0.14820528547375286,0.23397155031513006,0.14635178185113815,0.22767864943229782,0.2237927097111789,0.15828469290507968,0.17567314985123342,0.14631253910936662,0.14335469674598003,0.20139704499171923,0.18066760129567147,0.18444155786188218,0.15457368706725455,0.20553760524543335,0.1929279444216986,0.1927126905024932,0.13689506598573942
7.0,1.8783482993095464,2.4811621729206927,1.9325155605484712,2.5673600858566443,2.3416889676287664,2.4875050485637167,2.4388766914521978,2.9898567439463064,3.049187358919598,2.826558503533031,2.786881764598222,2.7119464123256454,2.5310970160473683,2.8699355243456366,2.623677670017809,2.7371443609402704,2.9964665643985935,2.881181854961494,3.0220603842272564,3.338773386557738,2.7241531769608263,3.10971428264784,2.9575877098765675,3.2208779900376308,2.7099854052724686,3.1555223253657205,2.8068145094117507,3.1064660329630907,3.242416387534055,2.9322186430924013,3.0432142777372677,2.6607681849282563,2.804853055940621,2.7436675635673065,2.5916793609467854,2.5635827695257376,2.970492781502361,2.7981343157573306,2.9608331334506772,2.8302664259033774,2.7259734302474863,3.388626466496531,2.7529482763308017,2.5547099202093646,2.900660309464473,2.793576725102681,3.0312844491131417,2.9815946151555948,3.0974551409750406,2.9007913501636526,3.2569209687420253,2.970868466256055,3.0550338590299617,2.943461474614043,3.084280405238701,2.9025558070800304,2.9922560392729065,1.9001116558743618,2.518300343975779,1.9500281643393824,2.5911869361122055,2.329852039061386,2.4612174602501327,2.371081607581228,3.0358809189941263,3.145665319072761,2.9336828273755877,2.8445325671870463,2.7545412086527534,2.5231815398663597,2.776387586684163,2.64696884448693,2.691919474511258,2.9662096715382376,2.9508181524514825,2.8977326054526586,3.0589484996621374,3.3419048306770436,2.754289645926969,3.089642130370989,2.86612000901095,3.178028907958377,2.6708836014895603,2.6797093295559087,3.036061680029605,3.141940169528577,2.332791774065269,3.256252194162629,2.927231640034116,3.0671475301443722,2.632809013436338,2.790548828353728,2.6845751090006607,2.069366217702163,3.0261319595096476,2.8242187630748874,2.8693302869687187,2.714415259357821,3.414504956201105,2.8002607855681547,2.383433568970767,3.297600204868489,2.8697423097548307,2.7995476003641038,3.068864928131633,2.977404244505078,3.2670984177700477,3.1249124784683513,3.2549846180890154,3.1502876267926463,2.8705390729864004,3.127241220591746,2.8794017692495775,3.0233798213082497,0.16506470825705688,0.11317352148128064,0.1458399327768587,0.14807156550380215,0.14387844054237475,0.12611650377906108,0.14562055608565377,0.14608177446654094,0.2260783786856035,0.15627439612132443,0.13809414717789514,0.14988565903886222,0.13712531381764498,0.21838481524091155,0.13161936668619012,0.17024662582778993,0.2036469135786289,0.1669160613665473,0.15197951111377678,0.14893556262274218,0.14907816809225694,0.15519953364360456,0.2340958370589081,0.26363774033104803,0.16590241709469739,0.13636033776819012,0.2653172630531194,0.18746135450831308,0.14494509006464448,0.13515676917471386,0.1813375771059759,0.14019645273366838,0.1874705161371893,0.13694935375327058,0.18083433153707135,0.3225943810518125,0.2173657270602216,0.15973608967629896,0.1839513591325961,0.17784974166302217,0.16231180771156803,0.24796071942949813,0.14988254256434982,0.22760500823826746,0.16261322128097466,0.16898216138869865,0.13260125691117902,0.15142609062977902,0.14034776236156546,0.15918248690106854,0.15903383883596436,0.18911468167985876,0.14019509967404284,0.19672421829028053,0.19014780353882663,0.18677422009393307,0.1416515142033763,0.18318684357503748,0.1196819599923793,0.15532762159571442,0.15186118220403927,0.14049362629556894,0.12436412138407699,0.14947563180125126,0.1495684368644005,0.21904784219412443,0.15304292963215527,0.1368389343517562,0.15223669726314346,0.13870506202701144,0.21764489375259702,0.13000921913489727,0.1754120945329178,0.2214309913208498,0.15370983265237811,0.234981860292882,0.1501964438455559,0.1595685603149312,0.15242725807769147,0.15853795760966247,0.19892563041203498,0.23047493507094893,0.16091213274719895,0.19519214382022027,0.13742902795764264,0.18613948066180971,0.3533976255365201,0.14581939875042887,0.13590803646692895,0.19892911518514664,0.1436702835321725,0.1856884069867069,0.13046535410739912,0.31735753303818026,0.19481221895334644,0.1543999293732641,0.14520939707239014,0.14704285332027933,0.2319417940858883,0.14558506304992685,0.22540825720332908,0.2211627192868828,0.15712291226668873,0.17428024929814037,0.14537223571607366,0.1424440506236221,0.19897739892329205,0.1784351341111391,0.18225481436607435,0.15333652803177222,0.20360327878164083,0.19150176115434342,0.19226737231950652,0.13585510672294682
