,Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm)
,7Networks_1,7Networks_2,7Networks_3,7Networks_4,7Networks_5,7Networks_6,7Networks_7,7Networks_1,7Networks_2,7Networks_3,7Networks_4,7Networks_5,7Networks_6,7Networks_7
Age (years),,,,,,,,,,,,,,
15.0,2.2838530067307143,2.5043465529079705,2.4973281984559894,2.8472237430196863,2.9868813463473076,2.6213528178496843,2.818552714484645,0.09213248418734601,0.10080208695262469,0.0968368516055094,0.09202862555904975,0.10580873495227044,0.09529323128803908,0.09467982526336588
16.0,2.268886337167513,2.490790169057418,2.4808519729235643,2.83133093060096,2.9754394887821176,2.6040556570390256,2.7996585770715967,0.0914240709594501,0.10036281448863384,0.09637299543953039,0.09158969926512124,0.10519725057550158,0.09471901822725615,0.09417635908299914
17.0,2.2550597568759683,2.4781612586579485,2.4656031659859394,2.816399767675333,2.964823325546421,2.5879800984163612,2.782089250340703,0.09075404849576545,0.09996633040593664,0.09593476032097924,0.09116602171919466,0.10462298629968664,0.09416673498202248,0.09368731476850176
18.0,2.242329962711908,2.466422005840977,2.451533673338764,2.802393558293734,2.9550010620599867,2.573078782274883,2.7657938231765544,0.0901217587613596,0.09961132777154091,0.09552201160734292,0.09075795230547115,0.10408486275160234,0.09363646013949262,0.09321317313896169
19.0,2.2306536515311106,2.455534594737906,2.438595390677679,2.7892756065070663,2.945940903742546,2.5593043489077707,2.750721384463708,0.08952659805183756,0.09929656044181294,0.09513464433542294,0.09036584394404858,0.10358189610965328,0.09312828316377582,0.09275439907004639
20.0,2.2199875201893864,2.445461209480153,2.4267402136982903,2.7770092163662436,2.9376110560139086,2.546609438608254,2.736821023086749,0.08896801194876412,0.09902084070700269,0.09477258191628656,0.0899900450021333,0.1031131891097182,0.0926423060413824,0.09231144407095096
21.0,2.210288265542524,2.4361640341991033,2.415920038096267,2.7655576919221794,2.929979724293798,2.53494669166949,2.7240418279302046,0.08844549041672653,0.09878303678319982,0.09443577502893366,0.08963090136776335,0.10267792256648545,0.09217864490039762,0.09188474887725694
22.0,2.2015125844463146,2.4276052530261687,2.406086759567249,2.7548843372257905,2.923015114002021,2.5242687483846984,2.7123328878786737,0.08795856311771956,0.09858207022317542,0.09412420069485798,0.0892887586238436,0.10227534744022106,0.09173743158532587,0.09147474602498225
23.0,2.1936171737565493,2.419747050092757,2.3971922738068554,2.7449524563279804,2.9166854305583207,2.514528249047066,2.70164329181671,0.08750679500429041,0.0984169133054964,0.09383786151643321,0.0889639642717778,0.10190477746614165,0.09131881517320384,0.09108186237913758
24.0,2.186558730329045,2.4125516095302637,2.3891884765107307,2.735725353279665,2.9109588793824557,2.5056778339497967,2.691922128628896,0.08708978224043289,0.09828658645045774,0.09357678506299812,0.08865686996367701,0.10156558235320487,0.09092296341970528,0.09070652159680113
25.0,2.1802939510195825,2.4059811154701043,2.3820272633745154,2.727166332131754,2.905803665894193,2.4976701433860793,2.6831184871997844,0.08670714848842878,0.09819015570173745,0.09334102338961592,0.08836783371032889,0.1012571815508682,0.09055006412662503,0.09034914651031245
26.0,2.1747795326839605,2.399997752043675,2.3756605300938523,2.719238696935162,2.9011879955132995,2.4904578176491032,2.675181456413954,0.08635854159051516,0.09812673030413911,0.09313065267471245,0.08809722203905365,0.10097903857589265,0.09020032642444864,0.09001016142087613
27.0,2.1699721721779732,2.3945637033823943,2.370040172364366,2.711905751740807,2.897080073659543,2.4839934970320843,2.668060125155963,0.08604363066617757,0.09809546040027632,0.09294577296410654,0.0878454120814769,0.10073065588622122,0.08987398196574627,0.08968999429682276
28.0,2.165828566357414,2.3896411536176405,2.365118085881712,2.705130800599595,2.8934481057527077,2.4782298218281955,2.661703582310382,0.0857621036388577,0.09809553486244862,0.09278650801029459,0.08761279357627276,0.10051157028506993,0.08957128602693493,0.08938907887414374
