,Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),Mean (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm),SD (mm)
,7Networks_1,7Networks_2,7Networks_3,7Networks_4,7Networks_5,7Networks_6,7Networks_7,7Networks_1,7Networks_2,7Networks_3,7Networks_4,7Networks_5,7Networks_6,7Networks_7
Age (years),,,,,,,,,,,,,,
65.0,2.1065060432033254,2.27178709461126,2.28373880986121,2.5404521436553793,2.826254402693119,2.373464980533607,2.5497965312726745,0.0953983436918003,0.11419459546759392,0.10567493531659082,0.09602660335345876,0.11165080133171382,0.09793648938518862,0.09567033391281726
66.0,2.102178411946374,2.264356507498635,2.2772600995282883,2.5335889751733536,2.8219065499726224,2.3669911212657393,2.54310790531849,0.09585747782602344,0.11502084085529383,0.10658601297205271,0.09686537071028326,0.11260295197784101,0.098897181808721,0.09653268763839531
67.0,2.0977152674412496,2.256771685106936,2.270609443330844,2.5266381952955816,2.8174281359668063,2.360403955081371,2.536307806120227,0.09628153188601923,0.11586246507099401,0.1075140045824784,0.09773409174906934,0.11361104153296342,0.09990105594054416,0.09743778314699672
68.0,2.0931289037118987,2.2490453793612923,2.263801602636924,2.519612204108289,2.8128269581827405,2.3537206895384157,2.5294146520527754,0.09666484058269237,0.11671907652341315,0.1084574963507158,0.09863258823184932,0.1146772944116543,0.10094858811380031,0.09838624246373628
69.0,2.088431614782264,2.241190342186849,2.256851338814592,2.5125234016977513,2.8081108141275024,2.3469585321948094,2.5224468614910642,0.09700154495419686,0.11759025505700356,0.10941502033067992,0.09956067791602748,0.11580390043191771,0.10204019126010429,0.09937864123197833
70.0,2.0836356946762944,2.2332193255087103,2.2497734132319054,2.5053841881502223,2.8032875013081577,2.3401346906084974,2.5154228528099813,0.0972856173092092,0.11847554672026614,0.11038505143992519,0.10051816718946686,0.1169929998178136,0.10317618718602994,0.10041548995303397
71.0,2.078753437417927,2.2251450812520344,2.2425825872569405,2.4982069635519593,2.7983648172317825,2.333266372337388,2.508361044384427,0.09751089910658278,0.11937445737972815,0.11136600496740262,0.10150484175778014,0.11824666685253453,0.10435677359470429,0.10149721201516437
72.0,2.0737971370311037,2.216980361341924,2.2352936222577293,2.49100412798921,2.793350559405465,2.326370784939422,2.501279854589313,0.0976711546946352,0.12028644496340539,0.11235623473667446,0.10252045511730891,0.11956689206693463,0.1055819853550797,0.1026241181562765
73.0,2.0687790875397707,2.2087379177035253,2.227921279602362,2.483788081548251,2.788252525336259,2.3194651359725142,2.4941977017995343,0.09776014413100115,0.12121091011258954,0.1133540321022598,0.10356471459749998,0.12095556283069157,0.10685164966660332,0.10379637707426918
74.0,2.0637115829678647,2.200430502261972,2.2204803206588806,2.476571224315331,2.7830785125312505,2.3125666329946024,2.487133004390002,0.09777171849766703,0.12214718503190476,0.11435762596615939,0.10463726484954937,0.12241444220042712,0.10816533500753246,0.10501398202377449
75.0,2.0586069173393526,2.192070866942395,2.2129855067953565,2.469365956376693,2.7778363184975023,2.305692483563622,2.4801041807356237,0.09769994114501757,0.12309452036093396,0.11536518399851137,0.10573766880577239,0.12394514587456516,0.10952229411327322,0.10627671343155824
76.0,2.0534773846781507,2.1836717636699023,2.205451599379851,2.462184677818621,2.7725337407421082,2.2988598952374857,2.4731296492112977,0.09753923805302801,0.12405206995291264,0.11637481522571086,0.10686538634654591,0.12554911711247418,0.11092140172647912,0.10758409783734607
77.0,2.0483352790082283,2.175245944369642,2.1978933597804127,2.455039788727348,2.7671785767721166,2.292086075574131,2.46622782819193,0.09728457987711062,0.12501887354314906,0.11738457410581471,0.10801975119571265,0.12722759950006443,0.1123610885056932,0.1089353638305836
78.0,2.0431928943534796,2.1668061609667415,2.1903255493651215,2.4479436891891395,2.761778624094626,2.2853882321314836,2.459417136052411,0.09693169712559001,0.12599383742638418,0.11839246613997809,0.10919994692066415,0.12898160749050236,0.11383927327317363,0.11032939610733072
79.0,2.0380625247379065,2.1583651653863307,2.182762929502018,2.4409087792902593,2.7563416802166922,2.278783572467481,2.452715991167672,0.09647732816553316,0.12697571343919264,0.11939645496709118,0.11040498332801975,0.13081189472219568,0.11535329670331106,0.11176468930377874
80.0,2.032956464185422,2.1499357095535463,2.1752202615591707,2.4339474591169648,2.750875542645405,2.2722893041400436,2.446142811912594,0.09591949725699565,0.1279630767560295,0.12039447075723958,0.11163367499146376,0.13271892022161888,0.11689986054976817,0.11323930384551094
81.0,2.027887006719972,2.1415305453934956,2.1677123069046482,2.4270721287555,2.7453880088878266,2.265922634707096,2.4397160166620826,0.09525781649622786,0.12895430324317958,0.12138441956377066,0.1128846240758079,0.13470281273990276,0.11847497749504275,0.11475082663520866
82.0,2.022866446365489,2.13316242483133,2.160253826906504,2.4202951882921355,2.7398868764510347,2.25970077172657,2.433454023791058,0.0944938014064228,0.1299475473515891,0.12236419312602333,0.11415620995905294,0.13676333365175597,0.12007393755380402,0.11629633991324873
83.0,2.0179070771459346,2.1248440997921736,2.152859582932794,2.4136290378131227,2.7343799428420956,2.2536409227564067,2.427375251674403,0.09363118507160036,0.13094072173542123,0.12333167845500972,0.1154465883105004,0.13889983906286205,0.121691297507964,0.11787240197112701
84.0,2.0130211930852555,2.116588322201163,2.145544336351585,2.4070860774047205,2.728875005568089,2.247760295354515,2.421498118687035,0.09267621045427539,0.13193147991828266,0.1242847664089134,0.1167537021555441,0.14111124202309888,0.1233208999106641,0.1194750434684493
85.0,2.0082210882073808,2.1084078439834184,2.1383228485309425,2.4006787071531837,2.7233798621360816,2.2420760970788263,2.4158410432038355,0.09163787536756118,0.13291720335044727,0.12522135840412152,0.11807530695132785,0.14339597601823403,0.12495592758380811,0.12109978279296262
86.0,2.0035190565362573,2.1003154170640648,2.131209880838926,2.3944193271447762,2.717902310053169,2.2366055354872816,2.4104224435997548,0.09052810021309032,0.1338949940707256,0.12613937043862491,0.11940901074889733,0.14575196119604467,0.12658899810398852,0.12274166312555741
87.0,1.998927392095834,2.0923237933682417,2.124220194643579,2.3883203374657516,2.712450146826406,2.2313658181377973,2.4052607382496514,0.08936178598813915,0.13486167388501288,0.1270367337469318,0.12075232912564669,0.14817657505024548,0.1282123004619989,0.12439531259432376
88.0,1.9944583889100458,2.0844457248210775,2.117368551312997,2.382394138202357,2.7070311699628724,2.2263741525883094,2.400374345528458,0.08815673029885732,0.13581379050742204,0.12791139166182985,0.12210275282427523,0.15066662950501516,0.12981777295387886,0.126055027165683
89.0,1.9901243410028409,2.07669396334771,2.1106697122152083,2.376653129440877,2.701653176969643,2.221647746396742,2.3957816838110584,0.0869333732995223,0.136747630523238,0.1287612926101221,0.12345782412154603,0.15321835647417317,0.13139731763091428,0.12771487386162175
90.0,1.985937542398161,2.0690812608732623,2.10413843871828,2.3711097112675383,2.696323965353785,2.217203807121029,2.391501171472363,0.08571435452909179,0.13765923840749114,0.12958437957783228,0.12481521615662777,0.1558274039663808,0.13294304266769366,0.12936880973780884
